label,team_school_ncaa,team_seed,opp_school_ncaa,opp_seed
,Wofford,7,Florida,10
,Wofford,7,Arizona St.,11
,Wofford,7,St. John's (NY),11
,Wofford,7,Ohio St.,11
,Wofford,7,Belmont,11
,Wofford,7,Saint Mary's (CA),11
,Wofford,7,Temple,11
,Wofford,7,Oregon,12
,Wofford,7,Murray St.,12
,Wofford,7,New Mexico St.,12
,Wofford,7,Liberty,12
,Wofford,7,Saint Louis,13
,Wofford,7,UC Irvine,13
,Wofford,7,Vermont,13
,Wofford,7,Northeastern,13
,Wofford,7,Northern Ky.,14
,Wofford,7,Georgia St.,14
,Wofford,7,Yale,14
,Wofford,7,Old Dominion,14
,Wofford,7,Abilene Christian,15
,Wofford,7,Colgate,15
,Wofford,7,Bradley,15
,Wofford,7,Montana,15
,Wofford,7,Fairleigh Dickinson,16
,Wofford,7,N.C. Central,16
,Wofford,7,Gardner-Webb,16
,Wofford,7,Prairie View,16
,Wofford,7,North Dakota St.,16
,Wofford,7,Iona,16
,Nevada,7,North Carolina,1
,Nevada,7,Gonzaga,1
,Nevada,7,Duke,1
,Nevada,7,Virginia,1
,Nevada,7,Kentucky,2
,Nevada,7,Michigan St.,2
,Nevada,7,Tennessee,2
,Nevada,7,Michigan,2
,Nevada,7,Houston,3
,Nevada,7,LSU,3
,Nevada,7,Purdue,3
,Nevada,7,Texas Tech,3
,Nevada,7,Virginia Tech,4
,Nevada,7,Kansas,4
,Nevada,7,Florida St.,4
,Nevada,7,Kansas St.,4
,Nevada,7,Auburn,5
,Nevada,7,Wisconsin,5
,Nevada,7,Mississippi St.,5
,Nevada,7,Marquette,5
,Nevada,7,Iowa St.,6
,Nevada,7,Buffalo,6
,Nevada,7,Villanova,6
,Nevada,7,Maryland,6
,Nevada,7,Wofford,7
,Nevada,7,Cincinnati,7
,Nevada,7,Louisville,7
,Nevada,7,Ole Miss,8
,Nevada,7,Syracuse,8
,Nevada,7,Utah St.,8
,Nevada,7,VCU,8
,Nevada,7,Baylor,9
,Nevada,7,Oklahoma,9
,Nevada,7,UCF,9
,Nevada,7,Washington,9
,Nevada,7,Iowa,10
,Nevada,7,Seton Hall,10
,Nevada,7,Minnesota,10
,Nevada,7,Florida,10
,Nevada,7,Arizona St.,11
,Nevada,7,St. John's (NY),11
,Nevada,7,Ohio St.,11
,Nevada,7,Belmont,11
,Nevada,7,Saint Mary's (CA),11
,Nevada,7,Temple,11
,Nevada,7,Oregon,12
,Nevada,7,Murray St.,12
,Nevada,7,New Mexico St.,12
,Nevada,7,Liberty,12
,Nevada,7,Saint Louis,13
,Nevada,7,UC Irvine,13
,Nevada,7,Vermont,13
,Nevada,7,Northeastern,13
,Nevada,7,Northern Ky.,14
,Nevada,7,Georgia St.,14
,Nevada,7,Yale,14
,Nevada,7,Old Dominion,14
,Nevada,7,Abilene Christian,15
,Nevada,7,Colgate,15
,Nevada,7,Bradley,15
,Nevada,7,Montana,15
,Nevada,7,Fairleigh Dickinson,16
,Nevada,7,N.C. Central,16
,Nevada,7,Gardner-Webb,16
,Nevada,7,Prairie View,16
,Nevada,7,North Dakota St.,16
,Nevada,7,Iona,16
,Cincinnati,7,North Carolina,1
,Cincinnati,7,Gonzaga,1
,Cincinnati,7,Duke,1
,Cincinnati,7,Virginia,1
,Cincinnati,7,Kentucky,2
,Cincinnati,7,Michigan St.,2
,Cincinnati,7,Tennessee,2
,Cincinnati,7,Michigan,2
,Cincinnati,7,Houston,3
,Cincinnati,7,LSU,3
,Cincinnati,7,Purdue,3
,Cincinnati,7,Texas Tech,3
,Cincinnati,7,Virginia Tech,4
,Cincinnati,7,Kansas,4
,Cincinnati,7,Florida St.,4
,Cincinnati,7,Kansas St.,4
,Cincinnati,7,Auburn,5
,Cincinnati,7,Wisconsin,5
,Cincinnati,7,Mississippi St.,5
,Cincinnati,7,Marquette,5
,Cincinnati,7,Iowa St.,6
,Cincinnati,7,Buffalo,6
,Cincinnati,7,Villanova,6
,Cincinnati,7,Maryland,6
,Cincinnati,7,Wofford,7
,Cincinnati,7,Nevada,7
,Cincinnati,7,Louisville,7
,Cincinnati,7,Ole Miss,8
,Cincinnati,7,Syracuse,8
,Cincinnati,7,Utah St.,8
,Cincinnati,7,VCU,8
,Cincinnati,7,Baylor,9
,Cincinnati,7,Oklahoma,9
,Cincinnati,7,UCF,9
,Cincinnati,7,Washington,9
,Cincinnati,7,Iowa,10
,Cincinnati,7,Seton Hall,10
,Cincinnati,7,Minnesota,10
,Cincinnati,7,Florida,10
,Cincinnati,7,Arizona St.,11
,Cincinnati,7,St. John's (NY),11
,Cincinnati,7,Ohio St.,11
,Cincinnati,7,Belmont,11
,Cincinnati,7,Saint Mary's (CA),11
,Cincinnati,7,Temple,11
,Cincinnati,7,Oregon,12
,Cincinnati,7,Murray St.,12
,Cincinnati,7,New Mexico St.,12
,Cincinnati,7,Liberty,12
,Cincinnati,7,Saint Louis,13
,Cincinnati,7,UC Irvine,13
,Cincinnati,7,Vermont,13
,Cincinnati,7,Northeastern,13
,Cincinnati,7,Northern Ky.,14
,Cincinnati,7,Georgia St.,14
,Cincinnati,7,Yale,14
,Cincinnati,7,Old Dominion,14
,Cincinnati,7,Abilene Christian,15
,Cincinnati,7,Colgate,15
,Cincinnati,7,Bradley,15
,Cincinnati,7,Montana,15
,Cincinnati,7,Fairleigh Dickinson,16
,Cincinnati,7,N.C. Central,16
,Cincinnati,7,Gardner-Webb,16
,Cincinnati,7,Prairie View,16
,Cincinnati,7,North Dakota St.,16
,Cincinnati,7,Iona,16
,Louisville,7,North Carolina,1
,Louisville,7,Gonzaga,1
,Louisville,7,Duke,1
,Louisville,7,Virginia,1
,Louisville,7,Kentucky,2
,Louisville,7,Michigan St.,2
,Louisville,7,Tennessee,2
,Louisville,7,Michigan,2
,Louisville,7,Houston,3
,Louisville,7,LSU,3
,Louisville,7,Purdue,3
,Louisville,7,Texas Tech,3
,Louisville,7,Virginia Tech,4
,Louisville,7,Kansas,4
,Louisville,7,Florida St.,4
,Louisville,7,Kansas St.,4
,Louisville,7,Auburn,5
,Louisville,7,Wisconsin,5
,Louisville,7,Mississippi St.,5
,Louisville,7,Marquette,5
,Louisville,7,Iowa St.,6
,Louisville,7,Buffalo,6
,Louisville,7,Villanova,6
,Louisville,7,Maryland,6
,Louisville,7,Wofford,7
,Louisville,7,Nevada,7
,Louisville,7,Cincinnati,7
,Louisville,7,Ole Miss,8
,Louisville,7,Syracuse,8
,Louisville,7,Utah St.,8
,Louisville,7,VCU,8
,Louisville,7,Baylor,9
,Louisville,7,Oklahoma,9
,Louisville,7,UCF,9
,Louisville,7,Washington,9
,Louisville,7,Iowa,10
,Louisville,7,Seton Hall,10
,Louisville,7,Minnesota,10
,Louisville,7,Florida,10
,Louisville,7,Arizona St.,11
,Louisville,7,St. John's (NY),11
,Louisville,7,Ohio St.,11
,Louisville,7,Belmont,11
,Louisville,7,Saint Mary's (CA),11
,Louisville,7,Temple,11
,Louisville,7,Oregon,12
,Louisville,7,Murray St.,12
,Louisville,7,New Mexico St.,12
,Louisville,7,Liberty,12
,Louisville,7,Saint Louis,13
,Louisville,7,UC Irvine,13
,Louisville,7,Vermont,13
,Louisville,7,Northeastern,13
,Louisville,7,Northern Ky.,14
,Louisville,7,Georgia St.,14
,Louisville,7,Yale,14
,Louisville,7,Old Dominion,14
,Louisville,7,Abilene Christian,15
,Louisville,7,Colgate,15
,Louisville,7,Bradley,15
,Louisville,7,Montana,15
,Louisville,7,Fairleigh Dickinson,16
,Louisville,7,N.C. Central,16
,Louisville,7,Gardner-Webb,16
,Louisville,7,Prairie View,16
,Louisville,7,North Dakota St.,16
,Louisville,7,Iona,16
,Ole Miss,8,North Carolina,1
,Ole Miss,8,Gonzaga,1
,Ole Miss,8,Duke,1
,Ole Miss,8,Virginia,1
,Ole Miss,8,Kentucky,2
,Ole Miss,8,Michigan St.,2
,Ole Miss,8,Tennessee,2
,Ole Miss,8,Michigan,2
,Ole Miss,8,Houston,3
,Ole Miss,8,LSU,3
,Ole Miss,8,Purdue,3
,Ole Miss,8,Texas Tech,3
,Ole Miss,8,Virginia Tech,4
,Ole Miss,8,Kansas,4
,Ole Miss,8,Florida St.,4
,Ole Miss,8,Kansas St.,4
,Ole Miss,8,Auburn,5
,Ole Miss,8,Wisconsin,5
,Ole Miss,8,Mississippi St.,5
,Ole Miss,8,Marquette,5
,Ole Miss,8,Iowa St.,6
,Ole Miss,8,Buffalo,6
,Ole Miss,8,Villanova,6
,Ole Miss,8,Maryland,6
,Ole Miss,8,Wofford,7
,Ole Miss,8,Nevada,7
,Ole Miss,8,Cincinnati,7
,Ole Miss,8,Louisville,7
,Ole Miss,8,Syracuse,8
,Ole Miss,8,Utah St.,8
,Ole Miss,8,VCU,8
,Ole Miss,8,Baylor,9
,Ole Miss,8,Oklahoma,9
,Ole Miss,8,UCF,9
,Ole Miss,8,Washington,9
,Ole Miss,8,Iowa,10
,Ole Miss,8,Seton Hall,10
,Ole Miss,8,Minnesota,10
,Ole Miss,8,Florida,10
,Ole Miss,8,Arizona St.,11
,Ole Miss,8,St. John's (NY),11
,Ole Miss,8,Ohio St.,11
,Ole Miss,8,Belmont,11
,Ole Miss,8,Saint Mary's (CA),11
,Ole Miss,8,Temple,11
,Ole Miss,8,Oregon,12
,Ole Miss,8,Murray St.,12
,Ole Miss,8,New Mexico St.,12
,Ole Miss,8,Liberty,12
,Ole Miss,8,Saint Louis,13
,Ole Miss,8,UC Irvine,13
,Ole Miss,8,Vermont,13
,Ole Miss,8,Northeastern,13
,Ole Miss,8,Northern Ky.,14
,Ole Miss,8,Georgia St.,14
,Ole Miss,8,Yale,14
,Ole Miss,8,Old Dominion,14
,Ole Miss,8,Abilene Christian,15
,Ole Miss,8,Colgate,15
,Ole Miss,8,Bradley,15
,Ole Miss,8,Montana,15
,Ole Miss,8,Fairleigh Dickinson,16
,Ole Miss,8,N.C. Central,16
,Ole Miss,8,Gardner-Webb,16
,Ole Miss,8,Prairie View,16
,Ole Miss,8,North Dakota St.,16
,Ole Miss,8,Iona,16
,Syracuse,8,North Carolina,1
,Syracuse,8,Gonzaga,1
,Syracuse,8,Duke,1
,Syracuse,8,Virginia,1
,Syracuse,8,Kentucky,2
,Syracuse,8,Michigan St.,2
,Syracuse,8,Tennessee,2
,Syracuse,8,Michigan,2
,Syracuse,8,Houston,3
,Syracuse,8,LSU,3
,Syracuse,8,Purdue,3
,Syracuse,8,Texas Tech,3
,Syracuse,8,Virginia Tech,4
,Syracuse,8,Kansas,4
,Syracuse,8,Florida St.,4
,Syracuse,8,Kansas St.,4
,Syracuse,8,Auburn,5
,Syracuse,8,Wisconsin,5
,Syracuse,8,Mississippi St.,5
,Syracuse,8,Marquette,5
,Syracuse,8,Iowa St.,6
,Syracuse,8,Buffalo,6
,Syracuse,8,Villanova,6
,Syracuse,8,Maryland,6
,Syracuse,8,Wofford,7
,Syracuse,8,Nevada,7
,Syracuse,8,Cincinnati,7
,Syracuse,8,Louisville,7
,Syracuse,8,Ole Miss,8
,Syracuse,8,Utah St.,8
,Syracuse,8,VCU,8
,Syracuse,8,Baylor,9
,Syracuse,8,Oklahoma,9
,Syracuse,8,UCF,9
,Syracuse,8,Washington,9
,Syracuse,8,Iowa,10
,Syracuse,8,Seton Hall,10
,Syracuse,8,Minnesota,10
,Syracuse,8,Florida,10
,Syracuse,8,Arizona St.,11
,Syracuse,8,St. John's (NY),11
,Syracuse,8,Ohio St.,11
,Syracuse,8,Belmont,11
,Syracuse,8,Saint Mary's (CA),11
,Syracuse,8,Temple,11
,Syracuse,8,Oregon,12
,Syracuse,8,Murray St.,12
,Syracuse,8,New Mexico St.,12
,Syracuse,8,Liberty,12
,Syracuse,8,Saint Louis,13
,Syracuse,8,UC Irvine,13
,Syracuse,8,Vermont,13
,Syracuse,8,Northeastern,13
,Syracuse,8,Northern Ky.,14
,Syracuse,8,Georgia St.,14
,Syracuse,8,Yale,14
,Syracuse,8,Old Dominion,14
,Syracuse,8,Abilene Christian,15
,Syracuse,8,Colgate,15
,Syracuse,8,Bradley,15
,Syracuse,8,Montana,15
,Syracuse,8,Fairleigh Dickinson,16
,Syracuse,8,N.C. Central,16
,Syracuse,8,Gardner-Webb,16
,Syracuse,8,Prairie View,16
,Syracuse,8,North Dakota St.,16
,Syracuse,8,Iona,16
,Utah St.,8,North Carolina,1
,Utah St.,8,Gonzaga,1
,Utah St.,8,Duke,1
,Utah St.,8,Virginia,1
,Utah St.,8,Kentucky,2
,Utah St.,8,Michigan St.,2
,Utah St.,8,Tennessee,2
,Utah St.,8,Michigan,2
,Utah St.,8,Houston,3
,Utah St.,8,LSU,3
,Utah St.,8,Purdue,3
,Utah St.,8,Texas Tech,3
,Utah St.,8,Virginia Tech,4
,Utah St.,8,Kansas,4
,Utah St.,8,Florida St.,4
,Utah St.,8,Kansas St.,4
,Utah St.,8,Auburn,5
,Utah St.,8,Wisconsin,5
,Utah St.,8,Mississippi St.,5
,Utah St.,8,Marquette,5
,Utah St.,8,Iowa St.,6
,Utah St.,8,Buffalo,6
,Utah St.,8,Villanova,6
,Utah St.,8,Maryland,6
,Utah St.,8,Wofford,7
,Utah St.,8,Nevada,7
,Utah St.,8,Cincinnati,7
,Utah St.,8,Louisville,7
,Utah St.,8,Ole Miss,8
,Utah St.,8,Syracuse,8
,Utah St.,8,VCU,8
,Utah St.,8,Baylor,9
,Utah St.,8,Oklahoma,9
,Utah St.,8,UCF,9
,Utah St.,8,Washington,9
,Utah St.,8,Iowa,10
,Utah St.,8,Seton Hall,10
,Utah St.,8,Minnesota,10
,Utah St.,8,Florida,10
,Utah St.,8,Arizona St.,11
,Utah St.,8,St. John's (NY),11
,Utah St.,8,Ohio St.,11
,Utah St.,8,Belmont,11
,Utah St.,8,Saint Mary's (CA),11
,Utah St.,8,Temple,11
,Utah St.,8,Oregon,12
,Utah St.,8,Murray St.,12
,Utah St.,8,New Mexico St.,12
,Utah St.,8,Liberty,12
,Utah St.,8,Saint Louis,13
,Utah St.,8,UC Irvine,13
,Utah St.,8,Vermont,13
,Utah St.,8,Northeastern,13
,Utah St.,8,Northern Ky.,14
,Utah St.,8,Georgia St.,14
,Utah St.,8,Yale,14
,Utah St.,8,Old Dominion,14
,Utah St.,8,Abilene Christian,15
,Utah St.,8,Colgate,15
,Utah St.,8,Bradley,15
,Utah St.,8,Montana,15
,Utah St.,8,Fairleigh Dickinson,16
,Utah St.,8,N.C. Central,16
,Utah St.,8,Gardner-Webb,16
,Utah St.,8,Prairie View,16
,Utah St.,8,North Dakota St.,16
,Utah St.,8,Iona,16
,VCU,8,North Carolina,1
,VCU,8,Gonzaga,1
,VCU,8,Duke,1
,VCU,8,Virginia,1
,VCU,8,Kentucky,2
,VCU,8,Michigan St.,2
,VCU,8,Tennessee,2
,VCU,8,Michigan,2
,VCU,8,Houston,3
,VCU,8,LSU,3
,VCU,8,Purdue,3
,VCU,8,Texas Tech,3
,VCU,8,Virginia Tech,4
,VCU,8,Kansas,4
,VCU,8,Florida St.,4
,VCU,8,Kansas St.,4
,VCU,8,Auburn,5
,VCU,8,Wisconsin,5
,VCU,8,Mississippi St.,5
,VCU,8,Marquette,5
,VCU,8,Iowa St.,6
,VCU,8,Buffalo,6
,VCU,8,Villanova,6
,VCU,8,Maryland,6
,VCU,8,Wofford,7
,VCU,8,Nevada,7
,VCU,8,Cincinnati,7
,VCU,8,Louisville,7
,VCU,8,Ole Miss,8
,VCU,8,Syracuse,8
,VCU,8,Utah St.,8
,VCU,8,Baylor,9
,VCU,8,Oklahoma,9
,VCU,8,UCF,9
,VCU,8,Washington,9
,VCU,8,Iowa,10
,VCU,8,Seton Hall,10
,VCU,8,Minnesota,10
,VCU,8,Florida,10
,VCU,8,Arizona St.,11
,VCU,8,St. John's (NY),11
,VCU,8,Ohio St.,11
,VCU,8,Belmont,11
,VCU,8,Saint Mary's (CA),11
,VCU,8,Temple,11
,VCU,8,Oregon,12
,VCU,8,Murray St.,12
,VCU,8,New Mexico St.,12
,VCU,8,Liberty,12
,VCU,8,Saint Louis,13
,VCU,8,UC Irvine,13
,VCU,8,Vermont,13
,VCU,8,Northeastern,13
,VCU,8,Northern Ky.,14
,VCU,8,Georgia St.,14
,VCU,8,Yale,14
,VCU,8,Old Dominion,14
,VCU,8,Abilene Christian,15
,VCU,8,Colgate,15
,VCU,8,Bradley,15
,VCU,8,Montana,15
,VCU,8,Fairleigh Dickinson,16
,VCU,8,N.C. Central,16
,VCU,8,Gardner-Webb,16
,VCU,8,Prairie View,16
,VCU,8,North Dakota St.,16
,VCU,8,Iona,16
,Baylor,9,North Carolina,1
,Baylor,9,Gonzaga,1
,Baylor,9,Duke,1
,Baylor,9,Virginia,1
,Baylor,9,Kentucky,2
,Baylor,9,Michigan St.,2
,Baylor,9,Tennessee,2
,Baylor,9,Michigan,2
,Baylor,9,Houston,3
,Baylor,9,LSU,3
,Baylor,9,Purdue,3
,Baylor,9,Texas Tech,3
,Baylor,9,Virginia Tech,4
,Baylor,9,Kansas,4
,Baylor,9,Florida St.,4
,Baylor,9,Kansas St.,4
,Baylor,9,Auburn,5
,Baylor,9,Wisconsin,5
,Baylor,9,Mississippi St.,5
,Baylor,9,Marquette,5
,Baylor,9,Iowa St.,6
,Baylor,9,Buffalo,6
,Baylor,9,Villanova,6
,Baylor,9,Maryland,6
,Baylor,9,Wofford,7
,Baylor,9,Nevada,7
,Baylor,9,Cincinnati,7
,Baylor,9,Louisville,7
,Baylor,9,Ole Miss,8
,Baylor,9,Syracuse,8
,Baylor,9,Utah St.,8
,Baylor,9,VCU,8
,Baylor,9,Oklahoma,9
,Baylor,9,UCF,9
,Baylor,9,Washington,9
,Baylor,9,Iowa,10
,Baylor,9,Seton Hall,10
,Baylor,9,Minnesota,10
,Baylor,9,Florida,10
,Baylor,9,Arizona St.,11
,Baylor,9,St. John's (NY),11
,Baylor,9,Ohio St.,11
,Baylor,9,Belmont,11
,Baylor,9,Saint Mary's (CA),11
,Baylor,9,Temple,11
,Baylor,9,Oregon,12
,Baylor,9,Murray St.,12
,Baylor,9,New Mexico St.,12
,Baylor,9,Liberty,12
,Baylor,9,Saint Louis,13
,Baylor,9,UC Irvine,13
,Baylor,9,Vermont,13
,Baylor,9,Northeastern,13
,Baylor,9,Northern Ky.,14
,Baylor,9,Georgia St.,14
,Baylor,9,Yale,14
,Baylor,9,Old Dominion,14
,Baylor,9,Abilene Christian,15
,Baylor,9,Colgate,15
,Baylor,9,Bradley,15
,Baylor,9,Montana,15
,Baylor,9,Fairleigh Dickinson,16
,Baylor,9,N.C. Central,16
,Baylor,9,Gardner-Webb,16
,Baylor,9,Prairie View,16
,Baylor,9,North Dakota St.,16
,Baylor,9,Iona,16
,Oklahoma,9,North Carolina,1
,Oklahoma,9,Gonzaga,1
,Oklahoma,9,Duke,1
,Oklahoma,9,Virginia,1
,Oklahoma,9,Kentucky,2
,Oklahoma,9,Michigan St.,2
,Oklahoma,9,Tennessee,2
,Oklahoma,9,Michigan,2
,Oklahoma,9,Houston,3
,Oklahoma,9,LSU,3
,Oklahoma,9,Purdue,3
,Oklahoma,9,Texas Tech,3
,Oklahoma,9,Virginia Tech,4
,Oklahoma,9,Kansas,4
,Oklahoma,9,Florida St.,4
,Oklahoma,9,Kansas St.,4
,Oklahoma,9,Auburn,5
,Oklahoma,9,Wisconsin,5
,Oklahoma,9,Mississippi St.,5
,Oklahoma,9,Marquette,5
,Oklahoma,9,Iowa St.,6
,Oklahoma,9,Buffalo,6
,Oklahoma,9,Villanova,6
,Oklahoma,9,Maryland,6
,Oklahoma,9,Wofford,7
,Oklahoma,9,Nevada,7
,Oklahoma,9,Cincinnati,7
,Oklahoma,9,Louisville,7
,Oklahoma,9,Ole Miss,8
,Oklahoma,9,Syracuse,8
,Oklahoma,9,Utah St.,8
,Oklahoma,9,VCU,8
,Oklahoma,9,Baylor,9
,Oklahoma,9,UCF,9
,Oklahoma,9,Washington,9
,Oklahoma,9,Iowa,10
,Oklahoma,9,Seton Hall,10
,Oklahoma,9,Minnesota,10
,Oklahoma,9,Florida,10
,Oklahoma,9,Arizona St.,11
,Oklahoma,9,St. John's (NY),11
,Oklahoma,9,Ohio St.,11
,Oklahoma,9,Belmont,11
,Oklahoma,9,Saint Mary's (CA),11
,Oklahoma,9,Temple,11
,Oklahoma,9,Oregon,12
,Oklahoma,9,Murray St.,12
,Oklahoma,9,New Mexico St.,12
,Oklahoma,9,Liberty,12
,Oklahoma,9,Saint Louis,13
,Oklahoma,9,UC Irvine,13
,Oklahoma,9,Vermont,13
,Oklahoma,9,Northeastern,13
,Oklahoma,9,Northern Ky.,14
,Oklahoma,9,Georgia St.,14
,Oklahoma,9,Yale,14
,Oklahoma,9,Old Dominion,14
,Oklahoma,9,Abilene Christian,15
,Oklahoma,9,Colgate,15
,Oklahoma,9,Bradley,15
,Oklahoma,9,Montana,15
,Oklahoma,9,Fairleigh Dickinson,16
,Oklahoma,9,N.C. Central,16
,Oklahoma,9,Gardner-Webb,16
,Oklahoma,9,Prairie View,16
,Oklahoma,9,North Dakota St.,16
,Oklahoma,9,Iona,16
,UCF,9,North Carolina,1
,UCF,9,Gonzaga,1
,UCF,9,Duke,1
,UCF,9,Virginia,1
,UCF,9,Kentucky,2
,UCF,9,Michigan St.,2
,UCF,9,Tennessee,2
,UCF,9,Michigan,2
,UCF,9,Houston,3
,UCF,9,LSU,3
,UCF,9,Purdue,3
,UCF,9,Texas Tech,3
,UCF,9,Virginia Tech,4
,UCF,9,Kansas,4
,UCF,9,Florida St.,4
,UCF,9,Kansas St.,4
,UCF,9,Auburn,5
,UCF,9,Wisconsin,5
,UCF,9,Mississippi St.,5
,UCF,9,Marquette,5
,UCF,9,Iowa St.,6
,UCF,9,Buffalo,6
,UCF,9,Villanova,6
,UCF,9,Maryland,6
,UCF,9,Wofford,7
,UCF,9,Nevada,7
,UCF,9,Cincinnati,7
,UCF,9,Louisville,7
,UCF,9,Ole Miss,8
,UCF,9,Syracuse,8
,UCF,9,Utah St.,8
,UCF,9,VCU,8
,UCF,9,Baylor,9
,UCF,9,Oklahoma,9
,UCF,9,Washington,9
,UCF,9,Iowa,10
,UCF,9,Seton Hall,10
,UCF,9,Minnesota,10
,UCF,9,Florida,10
,UCF,9,Arizona St.,11
,UCF,9,St. John's (NY),11
,UCF,9,Ohio St.,11
,UCF,9,Belmont,11
,UCF,9,Saint Mary's (CA),11
,UCF,9,Temple,11
,UCF,9,Oregon,12
,UCF,9,Murray St.,12
,UCF,9,New Mexico St.,12
,UCF,9,Liberty,12
,UCF,9,Saint Louis,13
,UCF,9,UC Irvine,13
,UCF,9,Vermont,13
,UCF,9,Northeastern,13
,UCF,9,Northern Ky.,14
,UCF,9,Georgia St.,14
,UCF,9,Yale,14
,UCF,9,Old Dominion,14
,UCF,9,Abilene Christian,15
,UCF,9,Colgate,15
,UCF,9,Bradley,15
,UCF,9,Montana,15
,UCF,9,Fairleigh Dickinson,16
,UCF,9,N.C. Central,16
,UCF,9,Gardner-Webb,16
,UCF,9,Prairie View,16
,UCF,9,North Dakota St.,16
,UCF,9,Iona,16
,Washington,9,North Carolina,1
,Washington,9,Gonzaga,1
,Washington,9,Duke,1
,Washington,9,Virginia,1
,Washington,9,Kentucky,2
,Washington,9,Michigan St.,2
,Washington,9,Tennessee,2
,Washington,9,Michigan,2
,Washington,9,Houston,3
,Washington,9,LSU,3
,Washington,9,Purdue,3
,Washington,9,Texas Tech,3
,Washington,9,Virginia Tech,4
,Washington,9,Kansas,4
,Washington,9,Florida St.,4
,Washington,9,Kansas St.,4
,Washington,9,Auburn,5
,Washington,9,Wisconsin,5
,Washington,9,Mississippi St.,5
,Washington,9,Marquette,5
,Washington,9,Iowa St.,6
,Washington,9,Buffalo,6
,Washington,9,Villanova,6
,Washington,9,Maryland,6
,Washington,9,Wofford,7
,Washington,9,Nevada,7
,Washington,9,Cincinnati,7
,Washington,9,Louisville,7
,Washington,9,Ole Miss,8
,Washington,9,Syracuse,8
,Washington,9,Utah St.,8
,Washington,9,VCU,8
,Washington,9,Baylor,9
,Washington,9,Oklahoma,9
,Washington,9,UCF,9
,Washington,9,Iowa,10
,Washington,9,Seton Hall,10
,Washington,9,Minnesota,10
,Washington,9,Florida,10
,Washington,9,Arizona St.,11
,Washington,9,St. John's (NY),11
,Washington,9,Ohio St.,11
,Washington,9,Belmont,11
,Washington,9,Saint Mary's (CA),11
,Washington,9,Temple,11
,Washington,9,Oregon,12
,Washington,9,Murray St.,12
,Washington,9,New Mexico St.,12
,Washington,9,Liberty,12
,Washington,9,Saint Louis,13
,Washington,9,UC Irvine,13
,Washington,9,Vermont,13
,Washington,9,Northeastern,13
,Washington,9,Northern Ky.,14
,Washington,9,Georgia St.,14
,Washington,9,Yale,14
,Washington,9,Old Dominion,14
,Washington,9,Abilene Christian,15
,Washington,9,Colgate,15
,Washington,9,Bradley,15
,Washington,9,Montana,15
,Washington,9,Fairleigh Dickinson,16
,Washington,9,N.C. Central,16
,Washington,9,Gardner-Webb,16
,Washington,9,Prairie View,16
,Washington,9,North Dakota St.,16
,Washington,9,Iona,16
,Iowa,10,North Carolina,1
,Iowa,10,Gonzaga,1
,Iowa,10,Duke,1
,Iowa,10,Virginia,1
,Iowa,10,Kentucky,2
,Iowa,10,Michigan St.,2
,Iowa,10,Tennessee,2
,Iowa,10,Michigan,2
,Iowa,10,Houston,3
,Iowa,10,LSU,3
,Iowa,10,Purdue,3
,Iowa,10,Texas Tech,3
,Iowa,10,Virginia Tech,4
,Iowa,10,Kansas,4
,Iowa,10,Florida St.,4
,Iowa,10,Kansas St.,4
,Iowa,10,Auburn,5
,Iowa,10,Wisconsin,5
,Iowa,10,Mississippi St.,5
,Iowa,10,Marquette,5
,Iowa,10,Iowa St.,6
,Iowa,10,Buffalo,6
,Iowa,10,Villanova,6
,Iowa,10,Maryland,6
,Iowa,10,Wofford,7
,Iowa,10,Nevada,7
,Iowa,10,Cincinnati,7
,Iowa,10,Louisville,7
,Iowa,10,Ole Miss,8
,Iowa,10,Syracuse,8
,Iowa,10,Utah St.,8
,Iowa,10,VCU,8
,Iowa,10,Baylor,9
,Iowa,10,Oklahoma,9
,Iowa,10,UCF,9
,Iowa,10,Washington,9
,Iowa,10,Seton Hall,10
,Iowa,10,Minnesota,10
,Iowa,10,Florida,10
,Iowa,10,Arizona St.,11
,Iowa,10,St. John's (NY),11
,Iowa,10,Ohio St.,11
,Iowa,10,Belmont,11
,Iowa,10,Saint Mary's (CA),11
,Iowa,10,Temple,11
,Iowa,10,Oregon,12
,Iowa,10,Murray St.,12
,Iowa,10,New Mexico St.,12
,Iowa,10,Liberty,12
,Iowa,10,Saint Louis,13
,Iowa,10,UC Irvine,13
,Iowa,10,Vermont,13
,Iowa,10,Northeastern,13
,Iowa,10,Northern Ky.,14
,Iowa,10,Georgia St.,14
,Iowa,10,Yale,14
,Iowa,10,Old Dominion,14
,Iowa,10,Abilene Christian,15
,Iowa,10,Colgate,15
,Iowa,10,Bradley,15
,Iowa,10,Montana,15
,Iowa,10,Fairleigh Dickinson,16
,Iowa,10,N.C. Central,16
,Iowa,10,Gardner-Webb,16
,Iowa,10,Prairie View,16
,Iowa,10,North Dakota St.,16
,Iowa,10,Iona,16
,Seton Hall,10,North Carolina,1
,Seton Hall,10,Gonzaga,1
,Seton Hall,10,Duke,1
,Seton Hall,10,Virginia,1
,Seton Hall,10,Kentucky,2
,Seton Hall,10,Michigan St.,2
,Seton Hall,10,Tennessee,2
,Seton Hall,10,Michigan,2
,Seton Hall,10,Houston,3
,Seton Hall,10,LSU,3
,Seton Hall,10,Purdue,3
,Seton Hall,10,Texas Tech,3
,Seton Hall,10,Virginia Tech,4
