label,team_school_ncaa,team_seed,opp_school_ncaa,opp_seed
,Virginia Tech,4,Louisville,7
,Virginia Tech,4,Ole Miss,8
,Virginia Tech,4,Syracuse,8
,Virginia Tech,4,Utah St.,8
,Virginia Tech,4,VCU,8
,Virginia Tech,4,Baylor,9
,Virginia Tech,4,Oklahoma,9
,Virginia Tech,4,UCF,9
,Virginia Tech,4,Washington,9
,Virginia Tech,4,Iowa,10
,Virginia Tech,4,Seton Hall,10
,Virginia Tech,4,Minnesota,10
,Virginia Tech,4,Florida,10
,Virginia Tech,4,Arizona St.,11
,Virginia Tech,4,St. John's (NY),11
,Virginia Tech,4,Ohio St.,11
,Virginia Tech,4,Belmont,11
,Virginia Tech,4,Saint Mary's (CA),11
,Virginia Tech,4,Temple,11
,Virginia Tech,4,Oregon,12
,Virginia Tech,4,Murray St.,12
,Virginia Tech,4,New Mexico St.,12
,Virginia Tech,4,Liberty,12
,Virginia Tech,4,Saint Louis,13
,Virginia Tech,4,UC Irvine,13
,Virginia Tech,4,Vermont,13
,Virginia Tech,4,Northeastern,13
,Virginia Tech,4,Northern Ky.,14
,Virginia Tech,4,Georgia St.,14
,Virginia Tech,4,Yale,14
,Virginia Tech,4,Old Dominion,14
,Virginia Tech,4,Abilene Christian,15
,Virginia Tech,4,Colgate,15
,Virginia Tech,4,Bradley,15
,Virginia Tech,4,Montana,15
,Virginia Tech,4,Fairleigh Dickinson,16
,Virginia Tech,4,N.C. Central,16
,Virginia Tech,4,Gardner-Webb,16
,Virginia Tech,4,Prairie View,16
,Virginia Tech,4,North Dakota St.,16
,Virginia Tech,4,Iona,16
,Kansas,4,North Carolina,1
,Kansas,4,Gonzaga,1
,Kansas,4,Duke,1
,Kansas,4,Virginia,1
,Kansas,4,Kentucky,2
,Kansas,4,Michigan St.,2
,Kansas,4,Tennessee,2
,Kansas,4,Michigan,2
,Kansas,4,Houston,3
,Kansas,4,LSU,3
,Kansas,4,Purdue,3
,Kansas,4,Texas Tech,3
,Kansas,4,Virginia Tech,4
,Kansas,4,Florida St.,4
,Kansas,4,Kansas St.,4
,Kansas,4,Auburn,5
,Kansas,4,Wisconsin,5
,Kansas,4,Mississippi St.,5
,Kansas,4,Marquette,5
,Kansas,4,Iowa St.,6
,Kansas,4,Buffalo,6
,Kansas,4,Villanova,6
,Kansas,4,Maryland,6
,Kansas,4,Wofford,7
,Kansas,4,Nevada,7
,Kansas,4,Cincinnati,7
,Kansas,4,Louisville,7
,Kansas,4,Ole Miss,8
,Kansas,4,Syracuse,8
,Kansas,4,Utah St.,8
,Kansas,4,VCU,8
,Kansas,4,Baylor,9
,Kansas,4,Oklahoma,9
,Kansas,4,UCF,9
,Kansas,4,Washington,9
,Kansas,4,Iowa,10
,Kansas,4,Seton Hall,10
,Kansas,4,Minnesota,10
,Kansas,4,Florida,10
,Kansas,4,Arizona St.,11
,Kansas,4,St. John's (NY),11
,Kansas,4,Ohio St.,11
,Kansas,4,Belmont,11
,Kansas,4,Saint Mary's (CA),11
,Kansas,4,Temple,11
,Kansas,4,Oregon,12
,Kansas,4,Murray St.,12
,Kansas,4,New Mexico St.,12
,Kansas,4,Liberty,12
,Kansas,4,Saint Louis,13
,Kansas,4,UC Irvine,13
,Kansas,4,Vermont,13
,Kansas,4,Northeastern,13
,Kansas,4,Northern Ky.,14
,Kansas,4,Georgia St.,14
,Kansas,4,Yale,14
,Kansas,4,Old Dominion,14
,Kansas,4,Abilene Christian,15
,Kansas,4,Colgate,15
,Kansas,4,Bradley,15
,Kansas,4,Montana,15
,Kansas,4,Fairleigh Dickinson,16
,Kansas,4,N.C. Central,16
,Kansas,4,Gardner-Webb,16
,Kansas,4,Prairie View,16
,Kansas,4,North Dakota St.,16
,Kansas,4,Iona,16
,Florida St.,4,North Carolina,1
,Florida St.,4,Gonzaga,1
,Florida St.,4,Duke,1
,Florida St.,4,Virginia,1
,Florida St.,4,Kentucky,2
,Florida St.,4,Michigan St.,2
,Florida St.,4,Tennessee,2
,Florida St.,4,Michigan,2
,Florida St.,4,Houston,3
,Florida St.,4,LSU,3
,Florida St.,4,Purdue,3
,Florida St.,4,Texas Tech,3
,Florida St.,4,Virginia Tech,4
,Florida St.,4,Kansas,4
,Florida St.,4,Kansas St.,4
,Florida St.,4,Auburn,5
,Florida St.,4,Wisconsin,5
,Florida St.,4,Mississippi St.,5
,Florida St.,4,Marquette,5
,Florida St.,4,Iowa St.,6
,Florida St.,4,Buffalo,6
,Florida St.,4,Villanova,6
,Florida St.,4,Maryland,6
,Florida St.,4,Wofford,7
,Florida St.,4,Nevada,7
,Florida St.,4,Cincinnati,7
,Florida St.,4,Louisville,7
,Florida St.,4,Ole Miss,8
,Florida St.,4,Syracuse,8
,Florida St.,4,Utah St.,8
,Florida St.,4,VCU,8
,Florida St.,4,Baylor,9
,Florida St.,4,Oklahoma,9
,Florida St.,4,UCF,9
,Florida St.,4,Washington,9
,Florida St.,4,Iowa,10
,Florida St.,4,Seton Hall,10
,Florida St.,4,Minnesota,10
,Florida St.,4,Florida,10
,Florida St.,4,Arizona St.,11
,Florida St.,4,St. John's (NY),11
,Florida St.,4,Ohio St.,11
,Florida St.,4,Belmont,11
,Florida St.,4,Saint Mary's (CA),11
,Florida St.,4,Temple,11
,Florida St.,4,Oregon,12
,Florida St.,4,Murray St.,12
,Florida St.,4,New Mexico St.,12
,Florida St.,4,Liberty,12
,Florida St.,4,Saint Louis,13
,Florida St.,4,UC Irvine,13
,Florida St.,4,Vermont,13
,Florida St.,4,Northeastern,13
,Florida St.,4,Northern Ky.,14
,Florida St.,4,Georgia St.,14
,Florida St.,4,Yale,14
,Florida St.,4,Old Dominion,14
,Florida St.,4,Abilene Christian,15
,Florida St.,4,Colgate,15
,Florida St.,4,Bradley,15
,Florida St.,4,Montana,15
,Florida St.,4,Fairleigh Dickinson,16
,Florida St.,4,N.C. Central,16
,Florida St.,4,Gardner-Webb,16
,Florida St.,4,Prairie View,16
,Florida St.,4,North Dakota St.,16
,Florida St.,4,Iona,16
,Kansas St.,4,North Carolina,1
,Kansas St.,4,Gonzaga,1
,Kansas St.,4,Duke,1
,Kansas St.,4,Virginia,1
,Kansas St.,4,Kentucky,2
,Kansas St.,4,Michigan St.,2
,Kansas St.,4,Tennessee,2
,Kansas St.,4,Michigan,2
,Kansas St.,4,Houston,3
,Kansas St.,4,LSU,3
,Kansas St.,4,Purdue,3
,Kansas St.,4,Texas Tech,3
,Kansas St.,4,Virginia Tech,4
,Kansas St.,4,Kansas,4
,Kansas St.,4,Florida St.,4
,Kansas St.,4,Auburn,5
,Kansas St.,4,Wisconsin,5
,Kansas St.,4,Mississippi St.,5
,Kansas St.,4,Marquette,5
,Kansas St.,4,Iowa St.,6
,Kansas St.,4,Buffalo,6
,Kansas St.,4,Villanova,6
,Kansas St.,4,Maryland,6
,Kansas St.,4,Wofford,7
,Kansas St.,4,Nevada,7
,Kansas St.,4,Cincinnati,7
,Kansas St.,4,Louisville,7
,Kansas St.,4,Ole Miss,8
,Kansas St.,4,Syracuse,8
,Kansas St.,4,Utah St.,8
,Kansas St.,4,VCU,8
,Kansas St.,4,Baylor,9
,Kansas St.,4,Oklahoma,9
,Kansas St.,4,UCF,9
,Kansas St.,4,Washington,9
,Kansas St.,4,Iowa,10
,Kansas St.,4,Seton Hall,10
,Kansas St.,4,Minnesota,10
,Kansas St.,4,Florida,10
,Kansas St.,4,Arizona St.,11
,Kansas St.,4,St. John's (NY),11
,Kansas St.,4,Ohio St.,11
,Kansas St.,4,Belmont,11
,Kansas St.,4,Saint Mary's (CA),11
,Kansas St.,4,Temple,11
,Kansas St.,4,Oregon,12
,Kansas St.,4,Murray St.,12
,Kansas St.,4,New Mexico St.,12
,Kansas St.,4,Liberty,12
,Kansas St.,4,Saint Louis,13
,Kansas St.,4,UC Irvine,13
,Kansas St.,4,Vermont,13
,Kansas St.,4,Northeastern,13
,Kansas St.,4,Northern Ky.,14
,Kansas St.,4,Georgia St.,14
,Kansas St.,4,Yale,14
,Kansas St.,4,Old Dominion,14
,Kansas St.,4,Abilene Christian,15
,Kansas St.,4,Colgate,15
,Kansas St.,4,Bradley,15
,Kansas St.,4,Montana,15
,Kansas St.,4,Fairleigh Dickinson,16
,Kansas St.,4,N.C. Central,16
,Kansas St.,4,Gardner-Webb,16
,Kansas St.,4,Prairie View,16
,Kansas St.,4,North Dakota St.,16
,Kansas St.,4,Iona,16
,Auburn,5,North Carolina,1
,Auburn,5,Gonzaga,1
,Auburn,5,Duke,1
,Auburn,5,Virginia,1
,Auburn,5,Kentucky,2
,Auburn,5,Michigan St.,2
,Auburn,5,Tennessee,2
,Auburn,5,Michigan,2
,Auburn,5,Houston,3
,Auburn,5,LSU,3
,Auburn,5,Purdue,3
,Auburn,5,Texas Tech,3
,Auburn,5,Virginia Tech,4
,Auburn,5,Kansas,4
,Auburn,5,Florida St.,4
,Auburn,5,Kansas St.,4
,Auburn,5,Wisconsin,5
,Auburn,5,Mississippi St.,5
,Auburn,5,Marquette,5
,Auburn,5,Iowa St.,6
,Auburn,5,Buffalo,6
,Auburn,5,Villanova,6
,Auburn,5,Maryland,6
,Auburn,5,Wofford,7
,Auburn,5,Nevada,7
,Auburn,5,Cincinnati,7
,Auburn,5,Louisville,7
,Auburn,5,Ole Miss,8
,Auburn,5,Syracuse,8
,Auburn,5,Utah St.,8
,Auburn,5,VCU,8
,Auburn,5,Baylor,9
,Auburn,5,Oklahoma,9
,Auburn,5,UCF,9
,Auburn,5,Washington,9
,Auburn,5,Iowa,10
,Auburn,5,Seton Hall,10
,Auburn,5,Minnesota,10
,Auburn,5,Florida,10
,Auburn,5,Arizona St.,11
,Auburn,5,St. John's (NY),11
,Auburn,5,Ohio St.,11
,Auburn,5,Belmont,11
,Auburn,5,Saint Mary's (CA),11
,Auburn,5,Temple,11
,Auburn,5,Oregon,12
,Auburn,5,Murray St.,12
,Auburn,5,New Mexico St.,12
,Auburn,5,Liberty,12
,Auburn,5,Saint Louis,13
,Auburn,5,UC Irvine,13
,Auburn,5,Vermont,13
,Auburn,5,Northeastern,13
,Auburn,5,Northern Ky.,14
,Auburn,5,Georgia St.,14
,Auburn,5,Yale,14
,Auburn,5,Old Dominion,14
,Auburn,5,Abilene Christian,15
,Auburn,5,Colgate,15
,Auburn,5,Bradley,15
,Auburn,5,Montana,15
,Auburn,5,Fairleigh Dickinson,16
,Auburn,5,N.C. Central,16
,Auburn,5,Gardner-Webb,16
,Auburn,5,Prairie View,16
,Auburn,5,North Dakota St.,16
,Auburn,5,Iona,16
,Wisconsin,5,North Carolina,1
,Wisconsin,5,Gonzaga,1
,Wisconsin,5,Duke,1
,Wisconsin,5,Virginia,1
,Wisconsin,5,Kentucky,2
,Wisconsin,5,Michigan St.,2
,Wisconsin,5,Tennessee,2
,Wisconsin,5,Michigan,2
,Wisconsin,5,Houston,3
,Wisconsin,5,LSU,3
,Wisconsin,5,Purdue,3
,Wisconsin,5,Texas Tech,3
,Wisconsin,5,Virginia Tech,4
,Wisconsin,5,Kansas,4
,Wisconsin,5,Florida St.,4
,Wisconsin,5,Kansas St.,4
,Wisconsin,5,Auburn,5
,Wisconsin,5,Mississippi St.,5
,Wisconsin,5,Marquette,5
,Wisconsin,5,Iowa St.,6
,Wisconsin,5,Buffalo,6
,Wisconsin,5,Villanova,6
,Wisconsin,5,Maryland,6
,Wisconsin,5,Wofford,7
,Wisconsin,5,Nevada,7
,Wisconsin,5,Cincinnati,7
,Wisconsin,5,Louisville,7
,Wisconsin,5,Ole Miss,8
,Wisconsin,5,Syracuse,8
,Wisconsin,5,Utah St.,8
,Wisconsin,5,VCU,8
,Wisconsin,5,Baylor,9
,Wisconsin,5,Oklahoma,9
,Wisconsin,5,UCF,9
,Wisconsin,5,Washington,9
,Wisconsin,5,Iowa,10
,Wisconsin,5,Seton Hall,10
,Wisconsin,5,Minnesota,10
,Wisconsin,5,Florida,10
,Wisconsin,5,Arizona St.,11
,Wisconsin,5,St. John's (NY),11
,Wisconsin,5,Ohio St.,11
,Wisconsin,5,Belmont,11
,Wisconsin,5,Saint Mary's (CA),11
,Wisconsin,5,Temple,11
,Wisconsin,5,Oregon,12
,Wisconsin,5,Murray St.,12
,Wisconsin,5,New Mexico St.,12
,Wisconsin,5,Liberty,12
,Wisconsin,5,Saint Louis,13
,Wisconsin,5,UC Irvine,13
,Wisconsin,5,Vermont,13
,Wisconsin,5,Northeastern,13
,Wisconsin,5,Northern Ky.,14
,Wisconsin,5,Georgia St.,14
,Wisconsin,5,Yale,14
,Wisconsin,5,Old Dominion,14
,Wisconsin,5,Abilene Christian,15
,Wisconsin,5,Colgate,15
,Wisconsin,5,Bradley,15
,Wisconsin,5,Montana,15
,Wisconsin,5,Fairleigh Dickinson,16
,Wisconsin,5,N.C. Central,16
,Wisconsin,5,Gardner-Webb,16
,Wisconsin,5,Prairie View,16
,Wisconsin,5,North Dakota St.,16
,Wisconsin,5,Iona,16
,Mississippi St.,5,North Carolina,1
,Mississippi St.,5,Gonzaga,1
,Mississippi St.,5,Duke,1
,Mississippi St.,5,Virginia,1
,Mississippi St.,5,Kentucky,2
,Mississippi St.,5,Michigan St.,2
,Mississippi St.,5,Tennessee,2
,Mississippi St.,5,Michigan,2
,Mississippi St.,5,Houston,3
,Mississippi St.,5,LSU,3
,Mississippi St.,5,Purdue,3
,Mississippi St.,5,Texas Tech,3
,Mississippi St.,5,Virginia Tech,4
,Mississippi St.,5,Kansas,4
,Mississippi St.,5,Florida St.,4
,Mississippi St.,5,Kansas St.,4
,Mississippi St.,5,Auburn,5
,Mississippi St.,5,Wisconsin,5
,Mississippi St.,5,Marquette,5
,Mississippi St.,5,Iowa St.,6
,Mississippi St.,5,Buffalo,6
,Mississippi St.,5,Villanova,6
,Mississippi St.,5,Maryland,6
,Mississippi St.,5,Wofford,7
,Mississippi St.,5,Nevada,7
,Mississippi St.,5,Cincinnati,7
,Mississippi St.,5,Louisville,7
,Mississippi St.,5,Ole Miss,8
,Mississippi St.,5,Syracuse,8
,Mississippi St.,5,Utah St.,8
,Mississippi St.,5,VCU,8
,Mississippi St.,5,Baylor,9
,Mississippi St.,5,Oklahoma,9
,Mississippi St.,5,UCF,9
,Mississippi St.,5,Washington,9
,Mississippi St.,5,Iowa,10
,Mississippi St.,5,Seton Hall,10
,Mississippi St.,5,Minnesota,10
,Mississippi St.,5,Florida,10
,Mississippi St.,5,Arizona St.,11
,Mississippi St.,5,St. John's (NY),11
,Mississippi St.,5,Ohio St.,11
,Mississippi St.,5,Belmont,11
,Mississippi St.,5,Saint Mary's (CA),11
,Mississippi St.,5,Temple,11
,Mississippi St.,5,Oregon,12
,Mississippi St.,5,Murray St.,12
,Mississippi St.,5,New Mexico St.,12
,Mississippi St.,5,Liberty,12
,Mississippi St.,5,Saint Louis,13
,Mississippi St.,5,UC Irvine,13
,Mississippi St.,5,Vermont,13
,Mississippi St.,5,Northeastern,13
,Mississippi St.,5,Northern Ky.,14
,Mississippi St.,5,Georgia St.,14
,Mississippi St.,5,Yale,14
,Mississippi St.,5,Old Dominion,14
,Mississippi St.,5,Abilene Christian,15
,Mississippi St.,5,Colgate,15
,Mississippi St.,5,Bradley,15
,Mississippi St.,5,Montana,15
,Mississippi St.,5,Fairleigh Dickinson,16
,Mississippi St.,5,N.C. Central,16
,Mississippi St.,5,Gardner-Webb,16
,Mississippi St.,5,Prairie View,16
,Mississippi St.,5,North Dakota St.,16
,Mississippi St.,5,Iona,16
,Marquette,5,North Carolina,1
,Marquette,5,Gonzaga,1
,Marquette,5,Duke,1
,Marquette,5,Virginia,1
,Marquette,5,Kentucky,2
,Marquette,5,Michigan St.,2
,Marquette,5,Tennessee,2
,Marquette,5,Michigan,2
,Marquette,5,Houston,3
,Marquette,5,LSU,3
,Marquette,5,Purdue,3
,Marquette,5,Texas Tech,3
,Marquette,5,Virginia Tech,4
,Marquette,5,Kansas,4
,Marquette,5,Florida St.,4
,Marquette,5,Kansas St.,4
,Marquette,5,Auburn,5
,Marquette,5,Wisconsin,5
,Marquette,5,Mississippi St.,5
,Marquette,5,Iowa St.,6
,Marquette,5,Buffalo,6
,Marquette,5,Villanova,6
,Marquette,5,Maryland,6
,Marquette,5,Wofford,7
,Marquette,5,Nevada,7
,Marquette,5,Cincinnati,7
,Marquette,5,Louisville,7
,Marquette,5,Ole Miss,8
,Marquette,5,Syracuse,8
,Marquette,5,Utah St.,8
,Marquette,5,VCU,8
,Marquette,5,Baylor,9
,Marquette,5,Oklahoma,9
,Marquette,5,UCF,9
,Marquette,5,Washington,9
,Marquette,5,Iowa,10
,Marquette,5,Seton Hall,10
,Marquette,5,Minnesota,10
,Marquette,5,Florida,10
,Marquette,5,Arizona St.,11
,Marquette,5,St. John's (NY),11
,Marquette,5,Ohio St.,11
,Marquette,5,Belmont,11
,Marquette,5,Saint Mary's (CA),11
,Marquette,5,Temple,11
,Marquette,5,Oregon,12
,Marquette,5,Murray St.,12
,Marquette,5,New Mexico St.,12
,Marquette,5,Liberty,12
,Marquette,5,Saint Louis,13
,Marquette,5,UC Irvine,13
,Marquette,5,Vermont,13
,Marquette,5,Northeastern,13
,Marquette,5,Northern Ky.,14
,Marquette,5,Georgia St.,14
,Marquette,5,Yale,14
,Marquette,5,Old Dominion,14
,Marquette,5,Abilene Christian,15
,Marquette,5,Colgate,15
,Marquette,5,Bradley,15
,Marquette,5,Montana,15
,Marquette,5,Fairleigh Dickinson,16
,Marquette,5,N.C. Central,16
,Marquette,5,Gardner-Webb,16
,Marquette,5,Prairie View,16
,Marquette,5,North Dakota St.,16
,Marquette,5,Iona,16
,Iowa St.,6,North Carolina,1
,Iowa St.,6,Gonzaga,1
,Iowa St.,6,Duke,1
,Iowa St.,6,Virginia,1
,Iowa St.,6,Kentucky,2
,Iowa St.,6,Michigan St.,2
,Iowa St.,6,Tennessee,2
,Iowa St.,6,Michigan,2
,Iowa St.,6,Houston,3
,Iowa St.,6,LSU,3
,Iowa St.,6,Purdue,3
,Iowa St.,6,Texas Tech,3
,Iowa St.,6,Virginia Tech,4
,Iowa St.,6,Kansas,4
,Iowa St.,6,Florida St.,4
,Iowa St.,6,Kansas St.,4
,Iowa St.,6,Auburn,5
,Iowa St.,6,Wisconsin,5
,Iowa St.,6,Mississippi St.,5
,Iowa St.,6,Marquette,5
,Iowa St.,6,Buffalo,6
,Iowa St.,6,Villanova,6
,Iowa St.,6,Maryland,6
,Iowa St.,6,Wofford,7
,Iowa St.,6,Nevada,7
,Iowa St.,6,Cincinnati,7
,Iowa St.,6,Louisville,7
,Iowa St.,6,Ole Miss,8
,Iowa St.,6,Syracuse,8
,Iowa St.,6,Utah St.,8
,Iowa St.,6,VCU,8
,Iowa St.,6,Baylor,9
,Iowa St.,6,Oklahoma,9
,Iowa St.,6,UCF,9
,Iowa St.,6,Washington,9
,Iowa St.,6,Iowa,10
,Iowa St.,6,Seton Hall,10
,Iowa St.,6,Minnesota,10
,Iowa St.,6,Florida,10
,Iowa St.,6,Arizona St.,11
,Iowa St.,6,St. John's (NY),11
,Iowa St.,6,Ohio St.,11
,Iowa St.,6,Belmont,11
,Iowa St.,6,Saint Mary's (CA),11
,Iowa St.,6,Temple,11
,Iowa St.,6,Oregon,12
,Iowa St.,6,Murray St.,12
,Iowa St.,6,New Mexico St.,12
,Iowa St.,6,Liberty,12
,Iowa St.,6,Saint Louis,13
,Iowa St.,6,UC Irvine,13
,Iowa St.,6,Vermont,13
,Iowa St.,6,Northeastern,13
,Iowa St.,6,Northern Ky.,14
,Iowa St.,6,Georgia St.,14
,Iowa St.,6,Yale,14
,Iowa St.,6,Old Dominion,14
,Iowa St.,6,Abilene Christian,15
,Iowa St.,6,Colgate,15
,Iowa St.,6,Bradley,15
,Iowa St.,6,Montana,15
,Iowa St.,6,Fairleigh Dickinson,16
,Iowa St.,6,N.C. Central,16
,Iowa St.,6,Gardner-Webb,16
,Iowa St.,6,Prairie View,16
,Iowa St.,6,North Dakota St.,16
,Iowa St.,6,Iona,16
,Buffalo,6,North Carolina,1
,Buffalo,6,Gonzaga,1
,Buffalo,6,Duke,1
,Buffalo,6,Virginia,1
,Buffalo,6,Kentucky,2
,Buffalo,6,Michigan St.,2
,Buffalo,6,Tennessee,2
,Buffalo,6,Michigan,2
,Buffalo,6,Houston,3
,Buffalo,6,LSU,3
,Buffalo,6,Purdue,3
,Buffalo,6,Texas Tech,3
,Buffalo,6,Virginia Tech,4
,Buffalo,6,Kansas,4
,Buffalo,6,Florida St.,4
,Buffalo,6,Kansas St.,4
,Buffalo,6,Auburn,5
,Buffalo,6,Wisconsin,5
,Buffalo,6,Mississippi St.,5
,Buffalo,6,Marquette,5
,Buffalo,6,Iowa St.,6
,Buffalo,6,Villanova,6
,Buffalo,6,Maryland,6
,Buffalo,6,Wofford,7
,Buffalo,6,Nevada,7
,Buffalo,6,Cincinnati,7
,Buffalo,6,Louisville,7
,Buffalo,6,Ole Miss,8
,Buffalo,6,Syracuse,8
,Buffalo,6,Utah St.,8
,Buffalo,6,VCU,8
,Buffalo,6,Baylor,9
,Buffalo,6,Oklahoma,9
,Buffalo,6,UCF,9
,Buffalo,6,Washington,9
,Buffalo,6,Iowa,10
,Buffalo,6,Seton Hall,10
,Buffalo,6,Minnesota,10
,Buffalo,6,Florida,10
,Buffalo,6,Arizona St.,11
,Buffalo,6,St. John's (NY),11
,Buffalo,6,Ohio St.,11
,Buffalo,6,Belmont,11
,Buffalo,6,Saint Mary's (CA),11
,Buffalo,6,Temple,11
,Buffalo,6,Oregon,12
,Buffalo,6,Murray St.,12
,Buffalo,6,New Mexico St.,12
,Buffalo,6,Liberty,12
,Buffalo,6,Saint Louis,13
,Buffalo,6,UC Irvine,13
,Buffalo,6,Vermont,13
,Buffalo,6,Northeastern,13
,Buffalo,6,Northern Ky.,14
,Buffalo,6,Georgia St.,14
,Buffalo,6,Yale,14
,Buffalo,6,Old Dominion,14
,Buffalo,6,Abilene Christian,15
,Buffalo,6,Colgate,15
,Buffalo,6,Bradley,15
,Buffalo,6,Montana,15
,Buffalo,6,Fairleigh Dickinson,16
,Buffalo,6,N.C. Central,16
,Buffalo,6,Gardner-Webb,16
,Buffalo,6,Prairie View,16
,Buffalo,6,North Dakota St.,16
,Buffalo,6,Iona,16
,Villanova,6,North Carolina,1
,Villanova,6,Gonzaga,1
,Villanova,6,Duke,1
,Villanova,6,Virginia,1
,Villanova,6,Kentucky,2
,Villanova,6,Michigan St.,2
,Villanova,6,Tennessee,2
,Villanova,6,Michigan,2
,Villanova,6,Houston,3
,Villanova,6,LSU,3
,Villanova,6,Purdue,3
,Villanova,6,Texas Tech,3
,Villanova,6,Virginia Tech,4
,Villanova,6,Kansas,4
,Villanova,6,Florida St.,4
,Villanova,6,Kansas St.,4
,Villanova,6,Auburn,5
,Villanova,6,Wisconsin,5
,Villanova,6,Mississippi St.,5
,Villanova,6,Marquette,5
,Villanova,6,Iowa St.,6
,Villanova,6,Buffalo,6
,Villanova,6,Maryland,6
,Villanova,6,Wofford,7
,Villanova,6,Nevada,7
,Villanova,6,Cincinnati,7
,Villanova,6,Louisville,7
,Villanova,6,Ole Miss,8
,Villanova,6,Syracuse,8
,Villanova,6,Utah St.,8
,Villanova,6,VCU,8
,Villanova,6,Baylor,9
,Villanova,6,Oklahoma,9
,Villanova,6,UCF,9
,Villanova,6,Washington,9
,Villanova,6,Iowa,10
,Villanova,6,Seton Hall,10
,Villanova,6,Minnesota,10
,Villanova,6,Florida,10
,Villanova,6,Arizona St.,11
,Villanova,6,St. John's (NY),11
,Villanova,6,Ohio St.,11
,Villanova,6,Belmont,11
,Villanova,6,Saint Mary's (CA),11
,Villanova,6,Temple,11
,Villanova,6,Oregon,12
,Villanova,6,Murray St.,12
,Villanova,6,New Mexico St.,12
,Villanova,6,Liberty,12
,Villanova,6,Saint Louis,13
,Villanova,6,UC Irvine,13
,Villanova,6,Vermont,13
,Villanova,6,Northeastern,13
,Villanova,6,Northern Ky.,14
,Villanova,6,Georgia St.,14
,Villanova,6,Yale,14
,Villanova,6,Old Dominion,14
,Villanova,6,Abilene Christian,15
,Villanova,6,Colgate,15
,Villanova,6,Bradley,15
,Villanova,6,Montana,15
,Villanova,6,Fairleigh Dickinson,16
,Villanova,6,N.C. Central,16
,Villanova,6,Gardner-Webb,16
,Villanova,6,Prairie View,16
,Villanova,6,North Dakota St.,16
,Villanova,6,Iona,16
,Maryland,6,North Carolina,1
,Maryland,6,Gonzaga,1
,Maryland,6,Duke,1
,Maryland,6,Virginia,1
,Maryland,6,Kentucky,2
,Maryland,6,Michigan St.,2
,Maryland,6,Tennessee,2
,Maryland,6,Michigan,2
,Maryland,6,Houston,3
,Maryland,6,LSU,3
,Maryland,6,Purdue,3
,Maryland,6,Texas Tech,3
,Maryland,6,Virginia Tech,4
,Maryland,6,Kansas,4
,Maryland,6,Florida St.,4
,Maryland,6,Kansas St.,4
,Maryland,6,Auburn,5
,Maryland,6,Wisconsin,5
,Maryland,6,Mississippi St.,5
,Maryland,6,Marquette,5
,Maryland,6,Iowa St.,6
,Maryland,6,Buffalo,6
,Maryland,6,Villanova,6
,Maryland,6,Wofford,7
,Maryland,6,Nevada,7
,Maryland,6,Cincinnati,7
,Maryland,6,Louisville,7
,Maryland,6,Ole Miss,8
,Maryland,6,Syracuse,8
,Maryland,6,Utah St.,8
,Maryland,6,VCU,8
,Maryland,6,Baylor,9
,Maryland,6,Oklahoma,9
,Maryland,6,UCF,9
,Maryland,6,Washington,9
,Maryland,6,Iowa,10
,Maryland,6,Seton Hall,10
,Maryland,6,Minnesota,10
,Maryland,6,Florida,10
,Maryland,6,Arizona St.,11
,Maryland,6,St. John's (NY),11
,Maryland,6,Ohio St.,11
,Maryland,6,Belmont,11
,Maryland,6,Saint Mary's (CA),11
,Maryland,6,Temple,11
,Maryland,6,Oregon,12
,Maryland,6,Murray St.,12
,Maryland,6,New Mexico St.,12
,Maryland,6,Liberty,12
,Maryland,6,Saint Louis,13
,Maryland,6,UC Irvine,13
,Maryland,6,Vermont,13
,Maryland,6,Northeastern,13
,Maryland,6,Northern Ky.,14
,Maryland,6,Georgia St.,14
,Maryland,6,Yale,14
,Maryland,6,Old Dominion,14
,Maryland,6,Abilene Christian,15
,Maryland,6,Colgate,15
,Maryland,6,Bradley,15
,Maryland,6,Montana,15
,Maryland,6,Fairleigh Dickinson,16
,Maryland,6,N.C. Central,16
,Maryland,6,Gardner-Webb,16
,Maryland,6,Prairie View,16
,Maryland,6,North Dakota St.,16
,Maryland,6,Iona,16
,Wofford,7,North Carolina,1
,Wofford,7,Gonzaga,1
,Wofford,7,Duke,1
,Wofford,7,Virginia,1
,Wofford,7,Kentucky,2
,Wofford,7,Michigan St.,2
,Wofford,7,Tennessee,2
,Wofford,7,Michigan,2
,Wofford,7,Houston,3
,Wofford,7,LSU,3
,Wofford,7,Purdue,3
,Wofford,7,Texas Tech,3
,Wofford,7,Virginia Tech,4
,Wofford,7,Kansas,4
,Wofford,7,Florida St.,4
,Wofford,7,Kansas St.,4
,Wofford,7,Auburn,5
,Wofford,7,Wisconsin,5
,Wofford,7,Mississippi St.,5
,Wofford,7,Marquette,5
,Wofford,7,Iowa St.,6
,Wofford,7,Buffalo,6
,Wofford,7,Villanova,6
,Wofford,7,Maryland,6
,Wofford,7,Nevada,7
,Wofford,7,Cincinnati,7
,Wofford,7,Louisville,7
,Wofford,7,Ole Miss,8
,Wofford,7,Syracuse,8
,Wofford,7,Utah St.,8
,Wofford,7,VCU,8
,Wofford,7,Baylor,9
,Wofford,7,Oklahoma,9
,Wofford,7,UCF,9
,Wofford,7,Washington,9
,Wofford,7,Iowa,10
,Wofford,7,Seton Hall,10
,Wofford,7,Minnesota,10
